Fecha,Origen,Destino,Viajes
2020-03-01,Cerrillos,Cerro Navia,31
2020-03-01,Cerrillos,Conchali,84
2020-03-01,Cerrillos,El Bosque,85
2020-03-01,Cerrillos,Estacion Central,1218
2020-03-01,Cerrillos,Huechuraba,18
2020-03-01,Cerrillos,Independencia,85
2020-03-01,Cerrillos,La Cisterna,238
2020-03-01,Cerrillos,La Florida,267
2020-03-01,Cerrillos,La Granja,37
2020-03-01,Cerrillos,La Pintana,30
2020-03-01,Cerrillos,La Reina,150
2020-03-01,Cerrillos,Las Condes,406
2020-03-01,Cerrillos,Lo Barnechea,31
2020-03-01,Cerrillos,Lo Espejo,545
2020-03-01,Cerrillos,Lo Prado,122
2020-03-01,Cerrillos,Macul,71
2020-03-01,Cerrillos,Maipu,2175
2020-03-01,Cerrillos,Nunoa,455
2020-03-01,Cerrillos,Pedro Aguirre Cerda,216
2020-03-01,Cerrillos,Penalolen,103
2020-03-01,Cerrillos,Providencia,802
2020-03-01,Cerrillos,Pudahuel,94
2020-03-01,Cerrillos,Puente Alto,123
2020-03-01,Cerrillos,Quilicura,77
2020-03-01,Cerrillos,Quinta Normal,114
2020-03-01,Cerrillos,Recoleta,216
2020-03-01,Cerrillos,Renca,66
2020-03-01,Cerrillos,San Bernardo,122
2020-03-01,Cerrillos,San Joaquin,104
2020-03-01,Cerrillos,San Miguel,234
2020-03-01,Cerrillos,San Ramon,51
2020-03-01,Cerrillos,Santiago,2059
2020-03-01,Cerrillos,Vitacura,40
2020-03-01,Cerro Navia,Conchali,54
2020-03-01,Cerro Navia,El Bosque,29
2020-03-01,Cerro Navia,Estacion Central,932
2020-03-01,Cerro Navia,Huechuraba,35
2020-03-01,Cerro Navia,Independencia,80
2020-03-01,Cerro Navia,La Cisterna,98
2020-03-01,Cerro Navia,La Florida,263
2020-03-01,Cerro Navia,La Granja,6
2020-03-01,Cerro Navia,La Pintana,18
2020-03-01,Cerro Navia,La Reina,87
2020-03-01,Cerro Navia,Las Condes,434
2020-03-01,Cerro Navia,Lo Barnechea,52
2020-03-01,Cerro Navia,Lo Espejo,28
2020-03-01,Cerro Navia,Lo Prado,864
2020-03-01,Cerro Navia,Macul,90
2020-03-01,Cerro Navia,Maipu,426
2020-03-01,Cerro Navia,Nunoa,207
2020-03-01,Cerro Navia,Pedro Aguirre Cerda,42
2020-03-01,Cerro Navia,Penalolen,96
2020-03-01,Cerro Navia,Providencia,809
2020-03-01,Cerro Navia,Pudahuel,1690
2020-03-01,Cerro Navia,Puente Alto,144
2020-03-01,Cerro Navia,Quilicura,102
2020-03-01,Cerro Navia,Quinta Normal,975
2020-03-01,Cerro Navia,Recoleta,207
2020-03-01,Cerro Navia,Renca,170
2020-03-01,Cerro Navia,San Bernardo,60
2020-03-01,Cerro Navia,San Joaquin,46
2020-03-01,Cerro Navia,San Miguel,81
2020-03-01,Cerro Navia,San Ramon,24
2020-03-01,Cerro Navia,Santiago,3020
2020-03-01,Cerro Navia,Vitacura,131
2020-03-01,Conchali,El Bosque,23
2020-03-01,Conchali,Estacion Central,860
2020-03-01,Conchali,Huechuraba,866
2020-03-01,Conchali,Independencia,1430
2020-03-01,Conchali,La Cisterna,224
2020-03-01,Conchali,La Florida,313
2020-03-01,Conchali,La Granja,27
2020-03-01,Conchali,La Pintana,21
2020-03-01,Conchali,La Reina,221
2020-03-01,Conchali,Las Condes,492
2020-03-01,Conchali,Lo Barnechea,46
2020-03-01,Conchali,Lo Espejo,31
2020-03-01,Conchali,Lo Prado,285
2020-03-01,Conchali,Macul,62
2020-03-01,Conchali,Maipu,144
2020-03-01,Conchali,Nunoa,387
2020-03-01,Conchali,Pedro Aguirre Cerda,65
2020-03-01,Conchali,Penalolen,122
2020-03-01,Conchali,Providencia,751
2020-03-01,Conchali,Pudahuel,191
2020-03-01,Conchali,Puente Alto,185
2020-03-01,Conchali,Quilicura,950
2020-03-01,Conchali,Quinta Normal,117
2020-03-01,Conchali,Recoleta,1825
2020-03-01,Conchali,Renca,203
2020-03-01,Conchali,San Bernardo,48
2020-03-01,Conchali,San Joaquin,71
2020-03-01,Conchali,San Miguel,240
2020-03-01,Conchali,San Ramon,40
2020-03-01,Conchali,Santiago,3477
2020-03-01,Conchali,Vitacura,123
2020-03-01,El Bosque,Estacion Central,1465
2020-03-01,El Bosque,Huechuraba,38
2020-03-01,El Bosque,Independencia,70
2020-03-01,El Bosque,La Cisterna,1498
2020-03-01,El Bosque,La Florida,675
2020-03-01,El Bosque,La Granja,55
2020-03-01,El Bosque,La Pintana,515
2020-03-01,El Bosque,La Reina,113
2020-03-01,El Bosque,Las Condes,366
2020-03-01,El Bosque,Lo Barnechea,42
2020-03-01,El Bosque,Lo Espejo,176
2020-03-01,El Bosque,Lo Prado,128
2020-03-01,El Bosque,Macul,62
2020-03-01,El Bosque,Maipu,94
2020-03-01,El Bosque,Nunoa,228
2020-03-01,El Bosque,Pedro Aguirre Cerda,282
2020-03-01,El Bosque,Penalolen,112
2020-03-01,El Bosque,Providencia,579
2020-03-01,El Bosque,Pudahuel,52
2020-03-01,El Bosque,Puente Alto,208
2020-03-01,El Bosque,Quilicura,57
2020-03-01,El Bosque,Quinta Normal,39
2020-03-01,El Bosque,Recoleta,214
2020-03-01,El Bosque,Renca,20
2020-03-01,El Bosque,San Bernardo,1683
2020-03-01,El Bosque,San Joaquin,61
2020-03-01,El Bosque,San Miguel,414
2020-03-01,El Bosque,San Ramon,92
2020-03-01,El Bosque,Santiago,1527
2020-03-01,El Bosque,Vitacura,43
2020-03-01,Estacion Central,Huechuraba,174
2020-03-01,Estacion Central,Independencia,1079
2020-03-01,Estacion Central,La Cisterna,1442
2020-03-01,Estacion Central,La Florida,1805
2020-03-01,Estacion Central,La Granja,105
2020-03-01,Estacion Central,La Pintana,227
2020-03-01,Estacion Central,La Reina,779
2020-03-01,Estacion Central,Las Condes,3809
2020-03-01,Estacion Central,Lo Barnechea,339
2020-03-01,Estacion Central,Lo Espejo,1138
2020-03-01,Estacion Central,Lo Prado,4735
2020-03-01,Estacion Central,Macul,370
2020-03-01,Estacion Central,Maipu,4250
2020-03-01,Estacion Central,Nunoa,2078
2020-03-01,Estacion Central,Pedro Aguirre Cerda,1496
2020-03-01,Estacion Central,Penalolen,974
2020-03-01,Estacion Central,Providencia,5127
2020-03-01,Estacion Central,Pudahuel,1958
2020-03-01,Estacion Central,Puente Alto,1046
2020-03-01,Estacion Central,Quilicura,838
2020-03-01,Estacion Central,Quinta Normal,989
2020-03-01,Estacion Central,Recoleta,2637
2020-03-01,Estacion Central,Renca,379
2020-03-01,Estacion Central,San Bernardo,3454
2020-03-01,Estacion Central,San Joaquin,422
2020-03-01,Estacion Central,San Miguel,1369
2020-03-01,Estacion Central,San Ramon,434
2020-03-01,Estacion Central,Santiago,20356
2020-03-01,Estacion Central,Vitacura,346
2020-03-01,Huechuraba,Independencia,312
2020-03-01,Huechuraba,La Cisterna,103
2020-03-01,Huechuraba,La Florida,92
2020-03-01,Huechuraba,La Granja,3
2020-03-01,Huechuraba,La Pintana,31
2020-03-01,Huechuraba,La Reina,35
2020-03-01,Huechuraba,Las Condes,193
2020-03-01,Huechuraba,Lo Barnechea,29
2020-03-01,Huechuraba,Lo Espejo,15
2020-03-01,Huechuraba,Lo Prado,109
2020-03-01,Huechuraba,Macul,43
2020-03-01,Huechuraba,Maipu,56
2020-03-01,Huechuraba,Nunoa,100
2020-03-01,Huechuraba,Pedro Aguirre Cerda,31
2020-03-01,Huechuraba,Penalolen,29
2020-03-01,Huechuraba,Providencia,274
2020-03-01,Huechuraba,Pudahuel,58
2020-03-01,Huechuraba,Puente Alto,68
2020-03-01,Huechuraba,Quilicura,1729
2020-03-01,Huechuraba,Quinta Normal,58
2020-03-01,Huechuraba,Recoleta,997
2020-03-01,Huechuraba,Renca,49
2020-03-01,Huechuraba,San Bernardo,20
2020-03-01,Huechuraba,San Joaquin,17
2020-03-01,Huechuraba,San Miguel,83
2020-03-01,Huechuraba,San Ramon,15
2020-03-01,Huechuraba,Santiago,1022
2020-03-01,Huechuraba,Vitacura,62
2020-03-01,Independencia,La Cisterna,301
2020-03-01,Independencia,La Florida,460
2020-03-01,Independencia,La Granja,22
2020-03-01,Independencia,La Pintana,33
2020-03-01,Independencia,La Reina,356
2020-03-01,Independencia,Las Condes,996
2020-03-01,Independencia,Lo Barnechea,92
2020-03-01,Independencia,Lo Espejo,38
2020-03-01,Independencia,Lo Prado,438
2020-03-01,Independencia,Macul,148
2020-03-01,Independencia,Maipu,192
2020-03-01,Independencia,Nunoa,795
2020-03-01,Independencia,Pedro Aguirre Cerda,98
2020-03-01,Independencia,Penalolen,208
2020-03-01,Independencia,Providencia,1083
2020-03-01,Independencia,Pudahuel,201
2020-03-01,Independencia,Puente Alto,283
2020-03-01,Independencia,Quilicura,907
2020-03-01,Independencia,Quinta Normal,145
2020-03-01,Independencia,Recoleta,864
2020-03-01,Independencia,Renca,460
2020-03-01,Independencia,San Bernardo,110
2020-03-01,Independencia,San Joaquin,100
2020-03-01,Independencia,San Miguel,322
2020-03-01,Independencia,San Ramon,28
2020-03-01,Independencia,Santiago,4728
2020-03-01,Independencia,Vitacura,137
2020-03-01,La Cisterna,La Florida,2074
2020-03-01,La Cisterna,La Granja,261
2020-03-01,La Cisterna,La Pintana,580
2020-03-01,La Cisterna,La Reina,329
2020-03-01,La Cisterna,Las Condes,785
2020-03-01,La Cisterna,Lo Barnechea,56
2020-03-01,La Cisterna,Lo Espejo,529
2020-03-01,La Cisterna,Lo Prado,447
2020-03-01,La Cisterna,Macul,124
2020-03-01,La Cisterna,Maipu,271
2020-03-01,La Cisterna,Nunoa,532
2020-03-01,La Cisterna,Pedro Aguirre Cerda,625
2020-03-01,La Cisterna,Penalolen,344
2020-03-01,La Cisterna,Providencia,1201
2020-03-01,La Cisterna,Pudahuel,229
2020-03-01,La Cisterna,Puente Alto,579
2020-03-01,La Cisterna,Quilicura,188
2020-03-01,La Cisterna,Quinta Normal,133
2020-03-01,La Cisterna,Recoleta,1115
2020-03-01,La Cisterna,Renca,40
2020-03-01,La Cisterna,San Bernardo,405
2020-03-01,La Cisterna,San Joaquin,156
2020-03-01,La Cisterna,San Miguel,2126
2020-03-01,La Cisterna,San Ramon,1041
2020-03-01,La Cisterna,Santiago,5325
2020-03-01,La Cisterna,Vitacura,59
2020-03-01,La Florida,La Granja,1603
2020-03-01,La Florida,La Pintana,399
2020-03-01,La Florida,La Reina,1294
2020-03-01,La Florida,Las Condes,2061
2020-03-01,La Florida,Lo Barnechea,151
2020-03-01,La Florida,Lo Espejo,137
2020-03-01,La Florida,Lo Prado,741
2020-03-01,La Florida,Macul,2857
2020-03-01,La Florida,Maipu,382
2020-03-01,La Florida,Nunoa,2097
2020-03-01,La Florida,Pedro Aguirre Cerda,291
2020-03-01,La Florida,Penalolen,1991
2020-03-01,La Florida,Providencia,4170
2020-03-01,La Florida,Pudahuel,576
2020-03-01,La Florida,Puente Alto,6801
2020-03-01,La Florida,Quilicura,296
2020-03-01,La Florida,Quinta Normal,433
2020-03-01,La Florida,Recoleta,790
2020-03-01,La Florida,Renca,91
2020-03-01,La Florida,San Bernardo,213
2020-03-01,La Florida,San Joaquin,1358
2020-03-01,La Florida,San Miguel,768
2020-03-01,La Florida,San Ramon,1301
2020-03-01,La Florida,Santiago,6867
2020-03-01,La Florida,Vitacura,199
2020-03-01,La Granja,La Pintana,93
2020-03-01,La Granja,La Reina,171
2020-03-01,La Granja,Las Condes,329
2020-03-01,La Granja,Lo Barnechea,66
2020-03-01,La Granja,Lo Espejo,40
2020-03-01,La Granja,Lo Prado,82
2020-03-01,La Granja,Macul,79
2020-03-01,La Granja,Maipu,86
2020-03-01,La Granja,Nunoa,151
2020-03-01,La Granja,Pedro Aguirre Cerda,57
2020-03-01,La Granja,Penalolen,121
2020-03-01,La Granja,Providencia,344
2020-03-01,La Granja,Pudahuel,37
2020-03-01,La Granja,Puente Alto,403
2020-03-01,La Granja,Quilicura,60
2020-03-01,La Granja,Quinta Normal,46
2020-03-01,La Granja,Recoleta,165
2020-03-01,La Granja,Renca,3
2020-03-01,La Granja,San Bernardo,102
2020-03-01,La Granja,San Joaquin,269
2020-03-01,La Granja,San Miguel,152
2020-03-01,La Granja,San Ramon,312
2020-03-01,La Granja,Santiago,1198
2020-03-01,La Granja,Vitacura,61
2020-03-01,La Pintana,La Reina,215
2020-03-01,La Pintana,Las Condes,413
2020-03-01,La Pintana,Lo Barnechea,36
2020-03-01,La Pintana,Lo Espejo,71
2020-03-01,La Pintana,Lo Prado,67
2020-03-01,La Pintana,Macul,88
2020-03-01,La Pintana,Maipu,90
2020-03-01,La Pintana,Nunoa,169
2020-03-01,La Pintana,Pedro Aguirre Cerda,92
2020-03-01,La Pintana,Penalolen,135
2020-03-01,La Pintana,Providencia,397
2020-03-01,La Pintana,Pudahuel,48
2020-03-01,La Pintana,Puente Alto,613
2020-03-01,La Pintana,Quilicura,66
2020-03-01,La Pintana,Quinta Normal,30
2020-03-01,La Pintana,Recoleta,232
2020-03-01,La Pintana,Renca,22
2020-03-01,La Pintana,San Bernardo,190
2020-03-01,La Pintana,San Joaquin,150
2020-03-01,La Pintana,San Miguel,216
2020-03-01,La Pintana,San Ramon,184
2020-03-01,La Pintana,Santiago,1164
2020-03-01,La Pintana,Vitacura,112
2020-03-01,La Reina,Las Condes,1160
2020-03-01,La Reina,Lo Barnechea,56
2020-03-01,La Reina,Lo Espejo,37
2020-03-01,La Reina,Lo Prado,375
2020-03-01,La Reina,Macul,215
2020-03-01,La Reina,Maipu,161
2020-03-01,La Reina,Nunoa,3865
2020-03-01,La Reina,Pedro Aguirre Cerda,111
2020-03-01,La Reina,Penalolen,1120
2020-03-01,La Reina,Providencia,1415
2020-03-01,La Reina,Pudahuel,116
2020-03-01,La Reina,Puente Alto,993
2020-03-01,La Reina,Quilicura,194
2020-03-01,La Reina,Quinta Normal,134
2020-03-01,La Reina,Recoleta,219
2020-03-01,La Reina,Renca,33
2020-03-01,La Reina,San Bernardo,63
2020-03-01,La Reina,San Joaquin,100
2020-03-01,La Reina,San Miguel,271
2020-03-01,La Reina,San Ramon,118
2020-03-01,La Reina,Santiago,2935
2020-03-01,La Reina,Vitacura,64
2020-03-01,Las Condes,Lo Barnechea,1290
2020-03-01,Las Condes,Lo Espejo,122
2020-03-01,Las Condes,Lo Prado,1690
2020-03-01,Las Condes,Macul,450
2020-03-01,Las Condes,Maipu,835
2020-03-01,Las Condes,Nunoa,2038
2020-03-01,Las Condes,Pedro Aguirre Cerda,459
2020-03-01,Las Condes,Penalolen,1115
2020-03-01,Las Condes,Providencia,5360
2020-03-01,Las Condes,Pudahuel,606
2020-03-01,Las Condes,Puente Alto,1709
2020-03-01,Las Condes,Quilicura,488
2020-03-01,Las Condes,Quinta Normal,512
2020-03-01,Las Condes,Recoleta,829
2020-03-01,Las Condes,Renca,139
2020-03-01,Las Condes,San Bernardo,330
2020-03-01,Las Condes,San Joaquin,293
2020-03-01,Las Condes,San Miguel,1008
2020-03-01,Las Condes,San Ramon,310
2020-03-01,Las Condes,Santiago,9058
2020-03-01,Las Condes,Vitacura,528
2020-03-01,Lo Barnechea,Lo Espejo,28
2020-03-01,Lo Barnechea,Lo Prado,165
2020-03-01,Lo Barnechea,Macul,57
2020-03-01,Lo Barnechea,Maipu,82
2020-03-01,Lo Barnechea,Nunoa,178
2020-03-01,Lo Barnechea,Pedro Aguirre Cerda,46
2020-03-01,Lo Barnechea,Penalolen,159
2020-03-01,Lo Barnechea,Providencia,446
2020-03-01,Lo Barnechea,Pudahuel,107
2020-03-01,Lo Barnechea,Puente Alto,196
2020-03-01,Lo Barnechea,Quilicura,75
2020-03-01,Lo Barnechea,Quinta Normal,105
2020-03-01,Lo Barnechea,Recoleta,124
2020-03-01,Lo Barnechea,Renca,18
2020-03-01,Lo Barnechea,San Bernardo,44
2020-03-01,Lo Barnechea,San Joaquin,46
2020-03-01,Lo Barnechea,San Miguel,96
2020-03-01,Lo Barnechea,San Ramon,63
2020-03-01,Lo Barnechea,Santiago,1277
2020-03-01,Lo Barnechea,Vitacura,376
2020-03-01,Lo Espejo,Lo Prado,51
2020-03-01,Lo Espejo,Macul,33
2020-03-01,Lo Espejo,Maipu,354
2020-03-01,Lo Espejo,Nunoa,137
2020-03-01,Lo Espejo,Pedro Aguirre Cerda,746
2020-03-01,Lo Espejo,Penalolen,50
2020-03-01,Lo Espejo,Providencia,261
2020-03-01,Lo Espejo,Pudahuel,59
2020-03-01,Lo Espejo,Puente Alto,101
2020-03-01,Lo Espejo,Quilicura,46
2020-03-01,Lo Espejo,Quinta Normal,60
2020-03-01,Lo Espejo,Recoleta,186
2020-03-01,Lo Espejo,Renca,32
2020-03-01,Lo Espejo,San Bernardo,542
2020-03-01,Lo Espejo,San Joaquin,59
2020-03-01,Lo Espejo,San Miguel,336
2020-03-01,Lo Espejo,San Ramon,91
2020-03-01,Lo Espejo,Santiago,1334
2020-03-01,Lo Espejo,Vitacura,32
2020-03-01,Lo Prado,Macul,183
2020-03-01,Lo Prado,Maipu,2959
2020-03-01,Lo Prado,Nunoa,940
2020-03-01,Lo Prado,Pedro Aguirre Cerda,135
2020-03-01,Lo Prado,Penalolen,320
2020-03-01,Lo Prado,Providencia,3108
2020-03-01,Lo Prado,Pudahuel,2961
2020-03-01,Lo Prado,Puente Alto,506
2020-03-01,Lo Prado,Quilicura,235
2020-03-01,Lo Prado,Quinta Normal,860
2020-03-01,Lo Prado,Recoleta,981
2020-03-01,Lo Prado,Renca,241
2020-03-01,Lo Prado,San Bernardo,218
2020-03-01,Lo Prado,San Joaquin,172
2020-03-01,Lo Prado,San Miguel,509
2020-03-01,Lo Prado,San Ramon,138
2020-03-01,Lo Prado,Santiago,7061
2020-03-01,Lo Prado,Vitacura,178
2020-03-01,Macul,Maipu,181
2020-03-01,Macul,Nunoa,1613
2020-03-01,Macul,Pedro Aguirre Cerda,158
2020-03-01,Macul,Penalolen,628
2020-03-01,Macul,Providencia,1040
2020-03-01,Macul,Pudahuel,148
2020-03-01,Macul,Puente Alto,550
2020-03-01,Macul,Quilicura,88
2020-03-01,Macul,Quinta Normal,109
2020-03-01,Macul,Recoleta,184
2020-03-01,Macul,Renca,32
2020-03-01,Macul,San Bernardo,78
2020-03-01,Macul,San Joaquin,537
2020-03-01,Macul,San Miguel,230
2020-03-01,Macul,San Ramon,79
2020-03-01,Macul,Santiago,1975
2020-03-01,Macul,Vitacura,48
2020-03-01,Maipu,Nunoa,855
2020-03-01,Maipu,Pedro Aguirre Cerda,246
2020-03-01,Maipu,Penalolen,240
2020-03-01,Maipu,Providencia,1916
2020-03-01,Maipu,Pudahuel,1464
2020-03-01,Maipu,Puente Alto,219
2020-03-01,Maipu,Quilicura,279
2020-03-01,Maipu,Quinta Normal,430
2020-03-01,Maipu,Recoleta,623
2020-03-01,Maipu,Renca,313
2020-03-01,Maipu,San Bernardo,264
2020-03-01,Maipu,San Joaquin,163
2020-03-01,Maipu,San Miguel,392
2020-03-01,Maipu,San Ramon,90
2020-03-01,Maipu,Santiago,5187
2020-03-01,Maipu,Vitacura,152
2020-03-01,Nunoa,Pedro Aguirre Cerda,283
2020-03-01,Nunoa,Penalolen,3091
2020-03-01,Nunoa,Providencia,4052
2020-03-01,Nunoa,Pudahuel,379
2020-03-01,Nunoa,Puente Alto,1348
2020-03-01,Nunoa,Quilicura,359
2020-03-01,Nunoa,Quinta Normal,418
2020-03-01,Nunoa,Recoleta,657
2020-03-01,Nunoa,Renca,69
2020-03-01,Nunoa,San Bernardo,221
2020-03-01,Nunoa,San Joaquin,274
2020-03-01,Nunoa,San Miguel,751
2020-03-01,Nunoa,San Ramon,220
2020-03-01,Nunoa,Santiago,8259
2020-03-01,Nunoa,Vitacura,105
2020-03-01,Pedro Aguirre Cerda,Penalolen,108
2020-03-01,Pedro Aguirre Cerda,Providencia,903
2020-03-01,Pedro Aguirre Cerda,Pudahuel,105
2020-03-01,Pedro Aguirre Cerda,Puente Alto,188
2020-03-01,Pedro Aguirre Cerda,Quilicura,74
2020-03-01,Pedro Aguirre Cerda,Quinta Normal,88
2020-03-01,Pedro Aguirre Cerda,Recoleta,255
2020-03-01,Pedro Aguirre Cerda,Renca,35
2020-03-01,Pedro Aguirre Cerda,San Bernardo,542
2020-03-01,Pedro Aguirre Cerda,San Joaquin,130
2020-03-01,Pedro Aguirre Cerda,San Miguel,710
2020-03-01,Pedro Aguirre Cerda,San Ramon,66
2020-03-01,Pedro Aguirre Cerda,Santiago,2556
2020-03-01,Pedro Aguirre Cerda,Vitacura,36
2020-03-01,Penalolen,Providencia,1965
2020-03-01,Penalolen,Pudahuel,138
2020-03-01,Penalolen,Puente Alto,1314
2020-03-01,Penalolen,Quilicura,160
2020-03-01,Penalolen,Quinta Normal,101
2020-03-01,Penalolen,Recoleta,262
2020-03-01,Penalolen,Renca,39
2020-03-01,Penalolen,San Bernardo,82
2020-03-01,Penalolen,San Joaquin,136
2020-03-01,Penalolen,San Miguel,241
2020-03-01,Penalolen,San Ramon,164
2020-03-01,Penalolen,Santiago,3216
2020-03-01,Penalolen,Vitacura,179
2020-03-01,Providencia,Pudahuel,933
2020-03-01,Providencia,Puente Alto,2152
2020-03-01,Providencia,Quilicura,549
2020-03-01,Providencia,Quinta Normal,843
2020-03-01,Providencia,Recoleta,1198
2020-03-01,Providencia,Renca,304
2020-03-01,Providencia,San Bernardo,527
2020-03-01,Providencia,San Joaquin,477
2020-03-01,Providencia,San Miguel,1473
2020-03-01,Providencia,San Ramon,360
2020-03-01,Providencia,Santiago,12187
2020-03-01,Providencia,Vitacura,325
2020-03-01,Pudahuel,Puente Alto,305
2020-03-01,Pudahuel,Quilicura,314
2020-03-01,Pudahuel,Quinta Normal,918
2020-03-01,Pudahuel,Recoleta,577
2020-03-01,Pudahuel,Renca,191
2020-03-01,Pudahuel,San Bernardo,126
2020-03-01,Pudahuel,San Joaquin,140
2020-03-01,Pudahuel,San Miguel,235
2020-03-01,Pudahuel,San Ramon,77
2020-03-01,Pudahuel,Santiago,5626
2020-03-01,Pudahuel,Vitacura,121
2020-03-01,Puente Alto,Quilicura,260
2020-03-01,Puente Alto,Quinta Normal,223
2020-03-01,Puente Alto,Recoleta,655
2020-03-01,Puente Alto,Renca,64
2020-03-01,Puente Alto,San Bernardo,143
2020-03-01,Puente Alto,San Joaquin,678
2020-03-01,Puente Alto,San Miguel,570
2020-03-01,Puente Alto,San Ramon,267
2020-03-01,Puente Alto,Santiago,5325
2020-03-01,Puente Alto,Vitacura,216
2020-03-01,Quilicura,Quinta Normal,162
2020-03-01,Quilicura,Recoleta,1112
2020-03-01,Quilicura,Renca,372
2020-03-01,Quilicura,San Bernardo,89
2020-03-01,Quilicura,San Joaquin,114
2020-03-01,Quilicura,San Miguel,308
2020-03-01,Quilicura,San Ramon,73
2020-03-01,Quilicura,Santiago,5175
2020-03-01,Quilicura,Vitacura,343
2020-03-01,Quinta Normal,Recoleta,407
2020-03-01,Quinta Normal,Renca,334
2020-03-01,Quinta Normal,San Bernardo,79
2020-03-01,Quinta Normal,San Joaquin,111
2020-03-01,Quinta Normal,San Miguel,242
2020-03-01,Quinta Normal,San Ramon,34
2020-03-01,Quinta Normal,Santiago,4866
2020-03-01,Quinta Normal,Vitacura,205
2020-03-01,Recoleta,Renca,199
2020-03-01,Recoleta,San Bernardo,127
2020-03-01,Recoleta,San Joaquin,189
2020-03-01,Recoleta,San Miguel,861
2020-03-01,Recoleta,San Ramon,231
2020-03-01,Recoleta,Santiago,8290
2020-03-01,Recoleta,Vitacura,271
2020-03-01,Renca,San Bernardo,60
2020-03-01,Renca,San Joaquin,48
2020-03-01,Renca,San Miguel,111
2020-03-01,Renca,San Ramon,24
2020-03-01,Renca,Santiago,1965
2020-03-01,Renca,Vitacura,69
2020-03-01,San Bernardo,San Joaquin,68
2020-03-01,San Bernardo,San Miguel,262
2020-03-01,San Bernardo,San Ramon,133
2020-03-01,San Bernardo,Santiago,1749
2020-03-01,San Bernardo,Vitacura,60
2020-03-01,San Joaquin,San Miguel,546
2020-03-01,San Joaquin,San Ramon,49
2020-03-01,San Joaquin,Santiago,2150
2020-03-01,San Joaquin,Vitacura,35
2020-03-01,San Miguel,San Ramon,404
2020-03-01,San Miguel,Santiago,5815
2020-03-01,San Miguel,Vitacura,60
2020-03-01,San Ramon,Santiago,1131
2020-03-01,San Ramon,Vitacura,25
2020-03-01,Santiago,Vitacura,909
2020-03-02,Cerrillos,Cerro Navia,99
2020-03-02,Cerrillos,Conchali,139
2020-03-02,Cerrillos,El Bosque,151
2020-03-02,Cerrillos,Estacion Central,2449
2020-03-02,Cerrillos,Huechuraba,107
2020-03-02,Cerrillos,Independencia,271
2020-03-02,Cerrillos,La Cisterna,554
2020-03-02,Cerrillos,La Florida,565
2020-03-02,Cerrillos,La Granja,43
2020-03-02,Cerrillos,La Pintana,70
2020-03-02,Cerrillos,La Reina,347
2020-03-02,Cerrillos,Las Condes,2430
2020-03-02,Cerrillos,Lo Barnechea,111
2020-03-02,Cerrillos,Lo Espejo,691
2020-03-02,Cerrillos,Lo Prado,197
2020-03-02,Cerrillos,Macul,345
2020-03-02,Cerrillos,Maipu,4794
2020-03-02,Cerrillos,Nunoa,1883
2020-03-02,Cerrillos,Pedro Aguirre Cerda,526
2020-03-02,Cerrillos,Penalolen,216
2020-03-02,Cerrillos,Providencia,4241
2020-03-02,Cerrillos,Pudahuel,225
2020-03-02,Cerrillos,Puente Alto,339
2020-03-02,Cerrillos,Quilicura,222
2020-03-02,Cerrillos,Quinta Normal,226
2020-03-02,Cerrillos,Recoleta,675
2020-03-02,Cerrillos,Renca,126
2020-03-02,Cerrillos,San Bernardo,328
2020-03-02,Cerrillos,San Joaquin,329
2020-03-02,Cerrillos,San Miguel,713
2020-03-02,Cerrillos,San Ramon,112
2020-03-02,Cerrillos,Santiago,5539
2020-03-02,Cerrillos,Vitacura,161
2020-03-02,Cerro Navia,Conchali,150
2020-03-02,Cerro Navia,El Bosque,81
2020-03-02,Cerro Navia,Estacion Central,1344
2020-03-02,Cerro Navia,Huechuraba,124
2020-03-02,Cerro Navia,Independencia,249
2020-03-02,Cerro Navia,La Cisterna,257
2020-03-02,Cerro Navia,La Florida,531
2020-03-02,Cerro Navia,La Granja,14
2020-03-02,Cerro Navia,La Pintana,26
2020-03-02,Cerro Navia,La Reina,334
2020-03-02,Cerro Navia,Las Condes,2330
2020-03-02,Cerro Navia,Lo Barnechea,304
2020-03-02,Cerro Navia,Lo Espejo,63
2020-03-02,Cerro Navia,Lo Prado,1312
2020-03-02,Cerro Navia,Macul,193
2020-03-02,Cerro Navia,Maipu,743
2020-03-02,Cerro Navia,Nunoa,1160
2020-03-02,Cerro Navia,Pedro Aguirre Cerda,46
2020-03-02,Cerro Navia,Penalolen,156
2020-03-02,Cerro Navia,Providencia,3105
2020-03-02,Cerro Navia,Pudahuel,2749
2020-03-02,Cerro Navia,Puente Alto,173
2020-03-02,Cerro Navia,Quilicura,259
2020-03-02,Cerro Navia,Quinta Normal,2700
2020-03-02,Cerro Navia,Recoleta,557
2020-03-02,Cerro Navia,Renca,451
2020-03-02,Cerro Navia,San Bernardo,116
2020-03-02,Cerro Navia,San Joaquin,241
2020-03-02,Cerro Navia,San Miguel,375
2020-03-02,Cerro Navia,San Ramon,69
2020-03-02,Cerro Navia,Santiago,8623
2020-03-02,Cerro Navia,Vitacura,642
2020-03-02,Conchali,El Bosque,71
2020-03-02,Conchali,Estacion Central,1158
2020-03-02,Conchali,Huechuraba,1650
2020-03-02,Conchali,Independencia,3431
2020-03-02,Conchali,La Cisterna,521
2020-03-02,Conchali,La Florida,596
