Fecha,Origen,Destino,Viajes
2020-04-05,Penalolen,San Miguel,38
2020-04-05,Penalolen,San Ramon,82
2020-04-05,Penalolen,Santiago,501
2020-04-05,Penalolen,Vitacura,67
2020-04-05,Providencia,Pudahuel,191
2020-04-05,Providencia,Puente Alto,442
2020-04-05,Providencia,Quilicura,98
2020-04-05,Providencia,Quinta Normal,178
2020-04-05,Providencia,Recoleta,281
2020-04-05,Providencia,Renca,40
2020-04-05,Providencia,San Bernardo,82
2020-04-05,Providencia,San Joaquin,62
2020-04-05,Providencia,San Miguel,182
2020-04-05,Providencia,San Ramon,74
2020-04-05,Providencia,Santiago,1319
2020-04-05,Providencia,Vitacura,56
2020-04-05,Pudahuel,Puente Alto,94
2020-04-05,Pudahuel,Quilicura,49
2020-04-05,Pudahuel,Quinta Normal,328
2020-04-05,Pudahuel,Recoleta,223
2020-04-05,Pudahuel,Renca,76
2020-04-05,Pudahuel,San Bernardo,27
2020-04-05,Pudahuel,San Joaquin,46
2020-04-05,Pudahuel,San Miguel,68
2020-04-05,Pudahuel,San Ramon,23
2020-04-05,Pudahuel,Santiago,954
2020-04-05,Pudahuel,Vitacura,41
2020-04-05,Puente Alto,Quilicura,54
2020-04-05,Puente Alto,Quinta Normal,73
2020-04-05,Puente Alto,Recoleta,181
2020-04-05,Puente Alto,Renca,25
2020-04-05,Puente Alto,San Bernardo,42
2020-04-05,Puente Alto,San Joaquin,105
2020-04-05,Puente Alto,San Miguel,116
2020-04-05,Puente Alto,San Ramon,89
2020-04-05,Puente Alto,Santiago,716
2020-04-05,Puente Alto,Vitacura,71
2020-04-05,Quilicura,Quinta Normal,49
2020-04-05,Quilicura,Recoleta,291
2020-04-05,Quilicura,Renca,118
2020-04-05,Quilicura,San Bernardo,15
2020-04-05,Quilicura,San Joaquin,17
2020-04-05,Quilicura,San Miguel,78
2020-04-05,Quilicura,San Ramon,29
2020-04-05,Quilicura,Santiago,865
2020-04-05,Quilicura,Vitacura,37
2020-04-05,Quinta Normal,Recoleta,131
2020-04-05,Quinta Normal,Renca,84
2020-04-05,Quinta Normal,San Bernardo,25
2020-04-05,Quinta Normal,San Joaquin,16
2020-04-05,Quinta Normal,San Miguel,45
2020-04-05,Quinta Normal,San Ramon,21
2020-04-05,Quinta Normal,Santiago,921
2020-04-05,Quinta Normal,Vitacura,52
2020-04-05,Recoleta,Renca,67
2020-04-05,Recoleta,San Bernardo,66
2020-04-05,Recoleta,San Joaquin,50
2020-04-05,Recoleta,San Miguel,348
2020-04-05,Recoleta,San Ramon,70
2020-04-05,Recoleta,Santiago,1479
2020-04-05,Recoleta,Vitacura,72
2020-04-05,Renca,San Bernardo,22
2020-04-05,Renca,San Joaquin,6
2020-04-05,Renca,San Miguel,42
2020-04-05,Renca,San Ramon,8
2020-04-05,Renca,Santiago,384
2020-04-05,Renca,Vitacura,39
2020-04-05,San Bernardo,San Joaquin,20
2020-04-05,San Bernardo,San Miguel,123
2020-04-05,San Bernardo,San Ramon,15
2020-04-05,San Bernardo,Santiago,291
2020-04-05,San Bernardo,Vitacura,10
2020-04-05,San Joaquin,San Miguel,120
2020-04-05,San Joaquin,San Ramon,7
2020-04-05,San Joaquin,Santiago,295
2020-04-05,San Joaquin,Vitacura,3
2020-04-05,San Miguel,San Ramon,64
2020-04-05,San Miguel,Santiago,993
2020-04-05,San Miguel,Vitacura,17
2020-04-05,San Ramon,Santiago,239
2020-04-05,San Ramon,Vitacura,10
2020-04-05,Santiago,Vitacura,228
2020-04-05,La Granja,La Pintana,28
2020-04-05,La Granja,La Reina,37
2020-04-05,La Granja,Las Condes,81
2020-04-05,La Granja,Lo Barnechea,14
2020-04-05,La Granja,Lo Espejo,27
2020-04-05,La Granja,Lo Prado,18
2020-04-05,La Granja,Macul,16
2020-04-05,La Granja,Maipu,31
2020-04-05,La Granja,Nunoa,37
2020-04-05,La Granja,Pedro Aguirre Cerda,16
2020-04-05,La Granja,Penalolen,31
2020-04-05,La Granja,Providencia,95
2020-04-05,La Granja,Pudahuel,1
2020-04-05,La Granja,Puente Alto,82
2020-04-05,La Granja,Quinta Normal,6
2020-04-05,La Granja,Recoleta,62
2020-04-05,La Granja,Renca,5
2020-04-05,La Granja,San Bernardo,23
2020-04-05,La Granja,San Joaquin,33
2020-04-05,La Granja,San Miguel,31
2020-04-05,La Granja,San Ramon,81
2020-04-05,La Granja,Santiago,106
2020-04-05,La Granja,Vitacura,20
2020-04-05,Lo Barnechea,Lo Espejo,4
2020-04-05,Lo Barnechea,Lo Prado,38
2020-04-05,Lo Barnechea,Macul,17
2020-04-05,Lo Barnechea,Maipu,14
2020-04-05,Lo Barnechea,Nunoa,25
2020-04-05,Lo Barnechea,Pedro Aguirre Cerda,10
2020-04-05,Lo Barnechea,Penalolen,34
2020-04-05,Lo Barnechea,Providencia,74
2020-04-05,Lo Barnechea,Pudahuel,24
2020-04-05,Lo Barnechea,Puente Alto,27
2020-04-05,Lo Barnechea,Quilicura,14
2020-04-05,Lo Barnechea,Quinta Normal,23
2020-04-05,Lo Barnechea,Recoleta,35
2020-04-05,Lo Barnechea,Renca,11
2020-04-05,Lo Barnechea,San Bernardo,13
2020-04-05,Lo Barnechea,San Joaquin,4
2020-04-05,Lo Barnechea,San Miguel,19
2020-04-05,Lo Barnechea,San Ramon,12
2020-04-05,Lo Barnechea,Santiago,147
2020-04-05,Lo Barnechea,Vitacura,64
2020-04-05,La Pintana,La Reina,19
2020-04-05,La Pintana,Las Condes,72
2020-04-05,La Pintana,Lo Barnechea,2
2020-04-05,La Pintana,Lo Espejo,26
2020-04-05,La Pintana,Lo Prado,17
2020-04-05,La Pintana,Macul,9
2020-04-05,La Pintana,Maipu,9
2020-04-05,La Pintana,Nunoa,32
2020-04-05,La Pintana,Pedro Aguirre Cerda,23
2020-04-05,La Pintana,Penalolen,36
2020-04-05,La Pintana,Providencia,67
2020-04-05,La Pintana,Pudahuel,2
2020-04-05,La Pintana,Puente Alto,166
2020-04-05,La Pintana,Quilicura,6
2020-04-05,La Pintana,Quinta Normal,10
2020-04-05,La Pintana,Recoleta,45
2020-04-05,La Pintana,Renca,6
2020-04-05,La Pintana,San Bernardo,40
2020-04-05,La Pintana,San Joaquin,9
2020-04-05,La Pintana,San Miguel,65
2020-04-05,La Pintana,San Ramon,12
2020-04-05,La Pintana,Santiago,129
2020-04-05,La Pintana,Vitacura,18
2020-04-06,Cerrillos,Cerro Navia,47
2020-04-06,Cerrillos,Conchali,69
2020-04-06,Cerrillos,El Bosque,51
2020-04-06,Cerrillos,Estacion Central,884
2020-04-06,Cerrillos,Huechuraba,24
2020-04-06,Cerrillos,Independencia,140
2020-04-06,Cerrillos,La Cisterna,263
2020-04-06,Cerrillos,La Florida,257
2020-04-06,Cerrillos,La Granja,19
2020-04-06,Cerrillos,La Pintana,23
2020-04-06,Cerrillos,La Reina,93
2020-04-06,Cerrillos,Las Condes,204
2020-04-06,Cerrillos,Lo Barnechea,14
2020-04-06,Cerrillos,Lo Espejo,258
2020-04-06,Cerrillos,Lo Prado,64
2020-04-06,Cerrillos,Macul,125
2020-04-06,Cerrillos,Maipu,2218
2020-04-06,Cerrillos,Nunoa,350
2020-04-06,Cerrillos,Pedro Aguirre Cerda,195
2020-04-06,Cerrillos,Penalolen,106
2020-04-06,Cerrillos,Providencia,375
2020-04-06,Cerrillos,Pudahuel,85
2020-04-06,Cerrillos,Puente Alto,150
2020-04-06,Cerrillos,Quilicura,71
2020-04-06,Cerrillos,Quinta Normal,95
2020-04-06,Cerrillos,Recoleta,368
2020-04-06,Cerrillos,Renca,74
2020-04-06,Cerrillos,San Bernardo,176
2020-04-06,Cerrillos,San Joaquin,117
2020-04-06,Cerrillos,San Miguel,267
2020-04-06,Cerrillos,San Ramon,47
2020-04-06,Cerrillos,Santiago,1224
2020-04-06,Cerrillos,Vitacura,16
2020-04-06,Cerro Navia,Conchali,41
2020-04-06,Cerro Navia,El Bosque,24
2020-04-06,Cerro Navia,Estacion Central,618
2020-04-06,Cerro Navia,Huechuraba,46
2020-04-06,Cerro Navia,Independencia,118
2020-04-06,Cerro Navia,La Cisterna,236
2020-04-06,Cerro Navia,La Florida,285
2020-04-06,Cerro Navia,La Granja,7
2020-04-06,Cerro Navia,La Reina,119
2020-04-06,Cerro Navia,Las Condes,307
2020-04-06,Cerro Navia,Lo Barnechea,20
2020-04-06,Cerro Navia,Lo Espejo,36
2020-04-06,Cerro Navia,Lo Prado,743
2020-04-06,Cerro Navia,Macul,127
2020-04-06,Cerro Navia,Maipu,374
2020-04-06,Cerro Navia,Nunoa,183
2020-04-06,Cerro Navia,Pedro Aguirre Cerda,50
2020-04-06,Cerro Navia,Penalolen,101
2020-04-06,Cerro Navia,Providencia,582
2020-04-06,Cerro Navia,Pudahuel,1435
2020-04-06,Cerro Navia,Puente Alto,107
2020-04-06,Cerro Navia,Quilicura,156
2020-04-06,Cerro Navia,Quinta Normal,1319
2020-04-06,Cerro Navia,Recoleta,256
2020-04-06,Cerro Navia,Renca,200
2020-04-06,Cerro Navia,San Bernardo,84
2020-04-06,Cerro Navia,San Joaquin,145
2020-04-06,Cerro Navia,San Miguel,253
2020-04-06,Cerro Navia,San Ramon,25
2020-04-06,Cerro Navia,Santiago,2094
2020-04-06,Cerro Navia,Vitacura,135
2020-04-06,Conchali,El Bosque,31
2020-04-06,Conchali,Estacion Central,421
2020-04-06,Conchali,Huechuraba,421
2020-04-06,Conchali,Independencia,1431
2020-04-06,Conchali,La Cisterna,346
2020-04-06,Conchali,La Florida,332
2020-04-06,Conchali,La Granja,16
2020-04-06,Conchali,La Pintana,9
2020-04-06,Conchali,La Reina,143
2020-04-06,Conchali,Las Condes,208
2020-04-06,Conchali,Lo Barnechea,13
2020-04-06,Conchali,Lo Espejo,24
2020-04-06,Conchali,Lo Prado,249
2020-04-06,Conchali,Macul,102
2020-04-06,Conchali,Maipu,135
2020-04-06,Conchali,Nunoa,276
2020-04-06,Conchali,Pedro Aguirre Cerda,61
2020-04-06,Conchali,Penalolen,169
2020-04-06,Conchali,Providencia,377
2020-04-06,Conchali,Pudahuel,172
2020-04-06,Conchali,Puente Alto,178
2020-04-06,Conchali,Quilicura,1124
2020-04-06,Conchali,Quinta Normal,151
2020-04-06,Conchali,Recoleta,1214
2020-04-06,Conchali,Renca,239
2020-04-06,Conchali,San Bernardo,80
2020-04-06,Conchali,San Joaquin,120
2020-04-06,Conchali,San Miguel,289
2020-04-06,Conchali,San Ramon,57
2020-04-06,Conchali,Santiago,2061
2020-04-06,Conchali,Vitacura,29
2020-04-06,El Bosque,Estacion Central,818
2020-04-06,El Bosque,Huechuraba,34
2020-04-06,El Bosque,Independencia,52
2020-04-06,El Bosque,La Cisterna,1036
2020-04-06,El Bosque,La Florida,187
2020-04-06,El Bosque,La Granja,23
2020-04-06,El Bosque,La Pintana,206
2020-04-06,El Bosque,La Reina,54
2020-04-06,El Bosque,Las Condes,191
2020-04-06,El Bosque,Lo Barnechea,11
2020-04-06,El Bosque,Lo Espejo,77
2020-04-06,El Bosque,Lo Prado,111
2020-04-06,El Bosque,Macul,53
2020-04-06,El Bosque,Maipu,79
2020-04-06,El Bosque,Nunoa,155
2020-04-06,El Bosque,Pedro Aguirre Cerda,231
2020-04-06,El Bosque,Penalolen,100
2020-04-06,El Bosque,Providencia,322
2020-04-06,El Bosque,Pudahuel,53
2020-04-06,El Bosque,Puente Alto,214
2020-04-06,El Bosque,Quilicura,78
2020-04-06,El Bosque,Quinta Normal,71
2020-04-06,El Bosque,Recoleta,243
2020-04-06,El Bosque,Renca,29
2020-04-06,El Bosque,San Bernardo,599
2020-04-06,El Bosque,San Joaquin,107
2020-04-06,El Bosque,San Miguel,450
2020-04-06,El Bosque,San Ramon,54
2020-04-06,El Bosque,Santiago,857
2020-04-06,El Bosque,Vitacura,29
2020-04-06,Estacion Central,Huechuraba,124
2020-04-06,Estacion Central,Independencia,497
2020-04-06,Estacion Central,La Cisterna,882
2020-04-06,Estacion Central,La Florida,576
2020-04-06,Estacion Central,La Granja,59
2020-04-06,Estacion Central,La Pintana,68
2020-04-06,Estacion Central,La Reina,262
2020-04-06,Estacion Central,Las Condes,962
2020-04-06,Estacion Central,Lo Barnechea,57
2020-04-06,Estacion Central,Lo Espejo,431
2020-04-06,Estacion Central,Lo Prado,2265
2020-04-06,Estacion Central,Macul,202
2020-04-06,Estacion Central,Maipu,2562
2020-04-06,Estacion Central,Nunoa,586
2020-04-06,Estacion Central,Pedro Aguirre Cerda,523
2020-04-06,Estacion Central,Penalolen,462
2020-04-06,Estacion Central,Providencia,1343
2020-04-06,Estacion Central,Pudahuel,984
2020-04-06,Estacion Central,Puente Alto,497
2020-04-06,Estacion Central,Quilicura,645
2020-04-06,Estacion Central,Quinta Normal,726
2020-04-06,Estacion Central,Recoleta,1512
2020-04-06,Estacion Central,Renca,388
2020-04-06,Estacion Central,San Bernardo,1667
2020-04-06,Estacion Central,San Joaquin,196
2020-04-06,Estacion Central,San Miguel,681
2020-04-06,Estacion Central,San Ramon,230
2020-04-06,Estacion Central,Santiago,5908
2020-04-06,Estacion Central,Vitacura,78
2020-04-06,Huechuraba,Independencia,213
2020-04-06,Huechuraba,La Cisterna,141
2020-04-06,Huechuraba,La Florida,73
2020-04-06,Huechuraba,La Granja,15
2020-04-06,Huechuraba,La Pintana,11
2020-04-06,Huechuraba,La Reina,24
2020-04-06,Huechuraba,Las Condes,41
2020-04-06,Huechuraba,Lo Barnechea,11
2020-04-06,Huechuraba,Lo Espejo,18
2020-04-06,Huechuraba,Lo Prado,127
2020-04-06,Huechuraba,Macul,39
2020-04-06,Huechuraba,Maipu,67
2020-04-06,Huechuraba,Nunoa,93
2020-04-06,Huechuraba,Pedro Aguirre Cerda,54
2020-04-06,Huechuraba,Penalolen,25
2020-04-06,Huechuraba,Providencia,91
2020-04-06,Huechuraba,Pudahuel,87
2020-04-06,Huechuraba,Puente Alto,80
2020-04-06,Huechuraba,Quilicura,735
2020-04-06,Huechuraba,Quinta Normal,64
2020-04-06,Huechuraba,Recoleta,619
2020-04-06,Huechuraba,Renca,42
2020-04-06,Huechuraba,San Bernardo,32
2020-04-06,Huechuraba,San Joaquin,29
2020-04-06,Huechuraba,San Miguel,133
2020-04-06,Huechuraba,San Ramon,23
2020-04-06,Huechuraba,Santiago,448
2020-04-06,Huechuraba,Vitacura,9
2020-04-06,Independencia,La Cisterna,439
2020-04-06,Independencia,La Florida,489
2020-04-06,Independencia,La Granja,33
2020-04-06,Independencia,La Pintana,21
2020-04-06,Independencia,La Reina,235
2020-04-06,Independencia,Las Condes,459
2020-04-06,Independencia,Lo Barnechea,31
2020-04-06,Independencia,Lo Espejo,52
2020-04-06,Independencia,Lo Prado,436
2020-04-06,Independencia,Macul,170
2020-04-06,Independencia,Maipu,256
2020-04-06,Independencia,Nunoa,554
2020-04-06,Independencia,Pedro Aguirre Cerda,88
2020-04-06,Independencia,Penalolen,243
2020-04-06,Independencia,Providencia,601
2020-04-06,Independencia,Pudahuel,298
2020-04-06,Independencia,Puente Alto,304
2020-04-06,Independencia,Quilicura,1275
2020-04-06,Independencia,Quinta Normal,183
2020-04-06,Independencia,Recoleta,813
2020-04-06,Independencia,Renca,433
2020-04-06,Independencia,San Bernardo,123
2020-04-06,Independencia,San Joaquin,150
2020-04-06,Independencia,San Miguel,424
2020-04-06,Independencia,San Ramon,63
2020-04-06,Independencia,Santiago,2900
2020-04-06,Independencia,Vitacura,70
2020-04-06,La Cisterna,La Florida,1239
2020-04-06,La Cisterna,La Granja,234
2020-04-06,La Cisterna,La Pintana,564
2020-04-06,La Cisterna,La Reina,241
2020-04-06,La Cisterna,Las Condes,562
2020-04-06,La Cisterna,Lo Barnechea,26
2020-04-06,La Cisterna,Lo Espejo,627
2020-04-06,La Cisterna,Lo Prado,557
2020-04-06,La Cisterna,Macul,208
2020-04-06,La Cisterna,Maipu,367
2020-04-06,La Cisterna,Nunoa,552
2020-04-06,La Cisterna,Pedro Aguirre Cerda,697
2020-04-06,La Cisterna,Penalolen,614
2020-04-06,La Cisterna,Providencia,1004
2020-04-06,La Cisterna,Pudahuel,410
2020-04-06,La Cisterna,Puente Alto,925
2020-04-06,La Cisterna,Quilicura,518
2020-04-06,La Cisterna,Quinta Normal,259
2020-04-06,La Cisterna,Recoleta,1873
2020-04-06,La Cisterna,Renca,145
2020-04-06,La Cisterna,San Bernardo,811
2020-04-06,La Cisterna,San Joaquin,253
2020-04-06,La Cisterna,San Miguel,2620
2020-04-06,La Cisterna,San Ramon,880
2020-04-06,La Cisterna,Santiago,3955
2020-04-06,La Cisterna,Vitacura,49
2020-04-06,La Florida,La Granja,911
2020-04-06,La Florida,La Pintana,158
2020-04-06,La Florida,La Reina,507
2020-04-06,La Florida,Las Condes,1138
2020-04-06,La Florida,Lo Barnechea,37
2020-04-06,La Florida,Lo Espejo,90
2020-04-06,La Florida,Lo Prado,623
2020-04-06,La Florida,Macul,1250
2020-04-06,La Florida,Maipu,264
2020-04-06,La Florida,Nunoa,1031
2020-04-06,La Florida,Pedro Aguirre Cerda,195
2020-04-06,La Florida,Penalolen,1237
2020-04-06,La Florida,Providencia,1930
2020-04-06,La Florida,Pudahuel,571
2020-04-06,La Florida,Puente Alto,3940
2020-04-06,La Florida,Quilicura,547
2020-04-06,La Florida,Quinta Normal,394
2020-04-06,La Florida,Recoleta,1116
2020-04-06,La Florida,Renca,122
2020-04-06,La Florida,San Bernardo,125
2020-04-06,La Florida,San Joaquin,684
2020-04-06,La Florida,San Miguel,478
2020-04-06,La Florida,San Ramon,505
2020-04-06,La Florida,Santiago,3557
2020-04-06,La Florida,Vitacura,79
2020-04-06,La Granja,La Pintana,28
2020-04-06,La Granja,La Reina,81
2020-04-06,La Granja,Las Condes,164
2020-04-06,La Granja,Lo Barnechea,7
2020-04-06,La Granja,Lo Espejo,17
2020-04-06,La Granja,Lo Prado,50
2020-04-06,La Granja,Macul,55
2020-04-06,La Granja,Maipu,82
2020-04-06,La Granja,Nunoa,74
2020-04-06,La Granja,Pedro Aguirre Cerda,30
2020-04-06,La Granja,Penalolen,103
2020-04-06,La Granja,Providencia,223
2020-04-06,La Granja,Pudahuel,50
2020-04-06,La Granja,Puente Alto,229
2020-04-06,La Granja,Quilicura,41
2020-04-06,La Granja,Quinta Normal,38
2020-04-06,La Granja,Recoleta,147
2020-04-06,La Granja,Renca,23
2020-04-06,La Granja,San Bernardo,14
2020-04-06,La Granja,San Joaquin,167
2020-04-06,La Granja,San Miguel,138
2020-04-06,La Granja,San Ramon,187
2020-04-06,La Granja,Santiago,453
2020-04-06,La Granja,Vitacura,25
2020-04-06,La Pintana,La Reina,76
2020-04-06,La Pintana,Las Condes,126
2020-04-06,La Pintana,Lo Barnechea,12
2020-04-06,La Pintana,Lo Espejo,23
2020-04-06,La Pintana,Lo Prado,53
2020-04-06,La Pintana,Macul,48
2020-04-06,La Pintana,Maipu,41
2020-04-06,La Pintana,Nunoa,79
2020-04-06,La Pintana,Pedro Aguirre Cerda,47
2020-04-06,La Pintana,Penalolen,108
2020-04-06,La Pintana,Providencia,180
2020-04-06,La Pintana,Pudahuel,24
2020-04-06,La Pintana,Puente Alto,395
2020-04-06,La Pintana,Quilicura,45
2020-04-06,La Pintana,Quinta Normal,40
2020-04-06,La Pintana,Recoleta,152
2020-04-06,La Pintana,Renca,15
2020-04-06,La Pintana,San Bernardo,69
2020-04-06,La Pintana,San Joaquin,125
2020-04-06,La Pintana,San Miguel,215
2020-04-06,La Pintana,San Ramon,66
2020-04-06,La Pintana,Santiago,442
2020-04-06,La Pintana,Vitacura,30
2020-04-06,La Reina,Las Condes,364
2020-04-06,La Reina,Lo Barnechea,24
2020-04-06,La Reina,Lo Espejo,40
2020-04-06,La Reina,Lo Prado,241
2020-04-06,La Reina,Macul,88
2020-04-06,La Reina,Maipu,104
2020-04-06,La Reina,Nunoa,916
2020-04-06,La Reina,Pedro Aguirre Cerda,74
2020-04-06,La Reina,Penalolen,583
2020-04-06,La Reina,Providencia,404
2020-04-06,La Reina,Pudahuel,135
2020-04-06,La Reina,Puente Alto,624
2020-04-06,La Reina,Quilicura,170
2020-04-06,La Reina,Quinta Normal,101
2020-04-06,La Reina,Recoleta,244
2020-04-06,La Reina,Renca,39
2020-04-06,La Reina,San Bernardo,63
2020-04-06,La Reina,San Joaquin,44
2020-04-06,La Reina,San Miguel,139
2020-04-06,La Reina,San Ramon,78
2020-04-06,La Reina,Santiago,1118
2020-04-06,La Reina,Vitacura,38
2020-04-06,Las Condes,Lo Barnechea,388
2020-04-06,Las Condes,Lo Espejo,88
2020-04-06,Las Condes,Lo Prado,885
2020-04-06,Las Condes,Macul,187
2020-04-06,Las Condes,Maipu,470
2020-04-06,Las Condes,Nunoa,586
2020-04-06,Las Condes,Pedro Aguirre Cerda,208
2020-04-06,Las Condes,Penalolen,574
2020-04-06,Las Condes,Providencia,1408
2020-04-06,Las Condes,Pudahuel,308
2020-04-06,Las Condes,Puente Alto,1166
2020-04-06,Las Condes,Quilicura,249
2020-04-06,Las Condes,Quinta Normal,234
2020-04-06,Las Condes,Recoleta,390
2020-04-06,Las Condes,Renca,119
2020-04-06,Las Condes,San Bernardo,197
2020-04-06,Las Condes,San Joaquin,116
2020-04-06,Las Condes,San Miguel,409
2020-04-06,Las Condes,San Ramon,191
2020-04-06,Las Condes,Santiago,3221
2020-04-06,Las Condes,Vitacura,187
2020-04-06,Lo Barnechea,Lo Espejo,16
2020-04-06,Lo Barnechea,Lo Prado,73
2020-04-06,Lo Barnechea,Macul,12
2020-04-06,Lo Barnechea,Maipu,42
2020-04-06,Lo Barnechea,Nunoa,65
2020-04-06,Lo Barnechea,Pedro Aguirre Cerda,20
2020-04-06,Lo Barnechea,Penalolen,72
2020-04-06,Lo Barnechea,Providencia,162
2020-04-06,Lo Barnechea,Pudahuel,49
2020-04-06,Lo Barnechea,Puente Alto,85
2020-04-06,Lo Barnechea,Quilicura,21
2020-04-06,Lo Barnechea,Quinta Normal,40
2020-04-06,Lo Barnechea,Recoleta,57
2020-04-06,Lo Barnechea,Renca,12
2020-04-06,Lo Barnechea,San Bernardo,22
2020-04-06,Lo Barnechea,San Joaquin,16
2020-04-06,Lo Barnechea,San Miguel,27
2020-04-06,Lo Barnechea,San Ramon,14
2020-04-06,Lo Barnechea,Santiago,358
2020-04-06,Lo Barnechea,Vitacura,158
2020-04-06,Lo Espejo,Lo Prado,60
2020-04-06,Lo Espejo,Macul,53
2020-04-06,Lo Espejo,Maipu,268
2020-04-06,Lo Espejo,Nunoa,97
2020-04-06,Lo Espejo,Pedro Aguirre Cerda,386
2020-04-06,Lo Espejo,Penalolen,48
2020-04-06,Lo Espejo,Providencia,253
2020-04-06,Lo Espejo,Pudahuel,46
2020-04-06,Lo Espejo,Puente Alto,65
2020-04-06,Lo Espejo,Quilicura,73
2020-04-06,Lo Espejo,Quinta Normal,50
2020-04-06,Lo Espejo,Recoleta,277
2020-04-06,Lo Espejo,Renca,42
2020-04-06,Lo Espejo,San Bernardo,328
2020-04-06,Lo Espejo,San Joaquin,88
2020-04-06,Lo Espejo,San Miguel,515
2020-04-06,Lo Espejo,San Ramon,70
2020-04-06,Lo Espejo,Santiago,837
2020-04-06,Lo Espejo,Vitacura,17
2020-04-06,Lo Prado,Macul,187
2020-04-06,Lo Prado,Maipu,2102
2020-04-06,Lo Prado,Nunoa,453
2020-04-06,Lo Prado,Pedro Aguirre Cerda,99
2020-04-06,Lo Prado,Penalolen,220
2020-04-06,Lo Prado,Providencia,1382
2020-04-06,Lo Prado,Pudahuel,2445
2020-04-06,Lo Prado,Puente Alto,332
2020-04-06,Lo Prado,Quilicura,307
2020-04-06,Lo Prado,Quinta Normal,739
2020-04-06,Lo Prado,Recoleta,1051
2020-04-06,Lo Prado,Renca,186
2020-04-06,Lo Prado,San Bernardo,294
2020-04-06,Lo Prado,San Joaquin,269
2020-04-06,Lo Prado,San Miguel,532
2020-04-06,Lo Prado,San Ramon,90
2020-04-06,Lo Prado,Santiago,4115
2020-04-06,Lo Prado,Vitacura,93
2020-04-06,Macul,Maipu,195
2020-04-06,Macul,Nunoa,669
2020-04-06,Macul,Pedro Aguirre Cerda,141
2020-04-06,Macul,Penalolen,520
2020-04-06,Macul,Providencia,509
2020-04-06,Macul,Pudahuel,187
2020-04-06,Macul,Puente Alto,639
2020-04-06,Macul,Quilicura,169
2020-04-06,Macul,Quinta Normal,153
2020-04-06,Macul,Recoleta,324
2020-04-06,Macul,Renca,45
2020-04-06,Macul,San Bernardo,75
2020-04-06,Macul,San Joaquin,309
2020-04-06,Macul,San Miguel,230
2020-04-06,Macul,San Ramon,58
2020-04-06,Macul,Santiago,1097
2020-04-06,Macul,Vitacura,17
2020-04-06,Maipu,Nunoa,606
2020-04-06,Maipu,Pedro Aguirre Cerda,232
2020-04-06,Maipu,Penalolen,191
2020-04-06,Maipu,Providencia,1243
2020-04-06,Maipu,Pudahuel,1122
2020-04-06,Maipu,Puente Alto,173
2020-04-06,Maipu,Quilicura,298
2020-04-06,Maipu,Quinta Normal,397
2020-04-06,Maipu,Recoleta,892
2020-04-06,Maipu,Renca,315
2020-04-06,Maipu,San Bernardo,277
2020-04-06,Maipu,San Joaquin,229
2020-04-06,Maipu,San Miguel,449
2020-04-06,Maipu,San Ramon,46
2020-04-06,Maipu,Santiago,3705
2020-04-06,Maipu,Vitacura,114
2020-04-06,Nunoa,Pedro Aguirre Cerda,200
2020-04-06,Nunoa,Penalolen,1787
2020-04-06,Nunoa,Providencia,1301
2020-04-06,Nunoa,Pudahuel,339
2020-04-06,Nunoa,Puente Alto,1041
2020-04-06,Nunoa,Quilicura,375
2020-04-06,Nunoa,Quinta Normal,279
2020-04-06,Nunoa,Recoleta,497
2020-04-06,Nunoa,Renca,76
2020-04-06,Nunoa,San Bernardo,195
2020-04-06,Nunoa,San Joaquin,175
2020-04-06,Nunoa,San Miguel,354
2020-04-06,Nunoa,San Ramon,140
2020-04-06,Nunoa,Santiago,3431
2020-04-06,Nunoa,Vitacura,44
2020-04-06,Pedro Aguirre Cerda,Penalolen,73
2020-04-06,Pedro Aguirre Cerda,Providencia,393
2020-04-06,Pedro Aguirre Cerda,Pudahuel,85
2020-04-06,Pedro Aguirre Cerda,Puente Alto,125
2020-04-06,Pedro Aguirre Cerda,Quilicura,98
2020-04-06,Pedro Aguirre Cerda,Quinta Normal,58
2020-04-06,Pedro Aguirre Cerda,Recoleta,313
2020-04-06,Pedro Aguirre Cerda,Renca,35
2020-04-06,Pedro Aguirre Cerda,San Bernardo,536
2020-04-06,Pedro Aguirre Cerda,San Joaquin,123
2020-04-06,Pedro Aguirre Cerda,San Miguel,735
2020-04-06,Pedro Aguirre Cerda,San Ramon,41
2020-04-06,Pedro Aguirre Cerda,Santiago,1375
2020-04-06,Pedro Aguirre Cerda,Vitacura,26
2020-04-06,Penalolen,Providencia,1231
2020-04-06,Penalolen,Pudahuel,193
2020-04-06,Penalolen,Puente Alto,1314
2020-04-06,Penalolen,Quilicura,272
2020-04-06,Penalolen,Quinta Normal,160
2020-04-06,Penalolen,Recoleta,358
2020-04-06,Penalolen,Renca,65
2020-04-06,Penalolen,San Bernardo,95
2020-04-06,Penalolen,San Joaquin,112
2020-04-06,Penalolen,San Miguel,239
2020-04-06,Penalolen,San Ramon,319
2020-04-06,Penalolen,Santiago,1705
2020-04-06,Penalolen,Vitacura,85
2020-04-06,Providencia,Pudahuel,575
2020-04-06,Providencia,Puente Alto,1602
2020-04-06,Providencia,Quilicura,342
2020-04-06,Providencia,Quinta Normal,478
2020-04-06,Providencia,Recoleta,793
2020-04-06,Providencia,Renca,255
2020-04-06,Providencia,San Bernardo,361
2020-04-06,Providencia,San Joaquin,239
